Date,Ticket Number,Customer Email,Agent ID,Issue,Status,Average Handling Time,Resolution,Contact via,Ratings,AI Conversion
21-01-2025,ADB-8570-3260,john943@outlook.com,tel10068,Update,Resolved,26,Remote Support,Phone,,AI Sold
21-01-2025,ADB-7952-2170,patrick271@comcast.net,tel10039,Activation Issue,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-5965-1108,jamie84@yahoo.com,tel10049,Provisioning Issue,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-2989-3991,reginald215@outlook.com,tel10063,Update,Resolved,26,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-2862-6867,donald744@comcast.net,tel10091,Provisioning Issue,Resolved,15,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-3291-2888,james715@aol.com,tel10076,Provisioning Issue,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-8113-6951,jennifer689@aol.com,tel10013,How To,Resolved,18,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-9814-5580,marc26@bellsouth.net,tel10070,Download/ Install,Resolved,27,Remote Support,Chat,5,Not Interested
21-01-2025,ADB-9547-3831,erika264@yahoo.com,tel10032,How To,Resolved,19,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-9238-3388,anthony379@sbcglobal.net,tel10094,How To,Resolved,27,Remote Support,Chat,3,Already has AI
21-01-2025,ADB-6267-5789,carla212@comcast.net,tel10000,Provisioning Issue,Resolved,25,Remote Support,Phone,4,Not Interested
21-01-2025,ADB-9000-7930,sean629@aol.com,tel10038,Download/ Install,Pending Customer Action,20,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-4389-3952,david972@comcast.net,tel10095,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-3240-1035,shawn15@sbcglobal.net,tel10033,How To,Resolved,17,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-4116-5670,courtney64@bellsouth.net,tel10090,Download/ Install,Resolved,29,Remote Support,Chat,3,Not Interested
21-01-2025,ADB-7210-5647,misty469@outlook.com,tel10000,How To,Resolved,18,Shared Self-Help Article,Chat,4,Already has AI
21-01-2025,ADB-5053-2551,eugene447@gmail.com,tel10048,Provisioning Issue,Resolved,27,Remote Support,Chat,5,Not Interested
21-01-2025,ADB-9030-4137,margaret502@sbcglobal.net,tel10091,How To,Resolved,19,Shared Self-Help Article,Chat,1,Not Interested
21-01-2025,ADB-4494-6366,aaron432@gmail.com,tel10082,Update,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-6531-4986,anita700@sbcglobal.net,tel10037,Activation Issue,Resolved,27,Remote Support,Chat,,Not Interested
21-01-2025,ADB-7646-2785,jim142@comcast.net,tel10006,Activation Issue,Resolved,30,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-1731-3339,brian218@bellsouth.net,tel10054,Provisioning Issue,Resolved,18,Shared Self-Help Article,Chat,4,Not Interested
21-01-2025,ADB-5917-3285,julie405@bellsouth.net,tel10068,Download/ Install,Resolved,30,Remote Support,Chat,4,Already has AI
21-01-2025,ADB-4483-1016,melanie149@comcast.net,tel10016,Download/ Install,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-3396-7352,monica596@yahoo.com,tel10085,How To,Resolved,27,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-2293-2737,michael696@outlook.com,tel10061,Activation Issue,Resolved,30,Remote Support,Chat,5,AI Sold
21-01-2025,ADB-1666-2000,andrea258@yahoo.com,tel10022,Provisioning Issue,Pending Customer Action,19,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-3662-9093,richard287@outlook.com,tel10021,Update,Resolved,29,Remote Support,Chat,,AI Sold
21-01-2025,ADB-5194-9253,nicholas801@bellsouth.net,tel10002,Provisioning Issue,Resolved,17,Shared Self-Help Article,Phone,5,Already has AI
21-01-2025,ADB-1331-8527,juan546@bellsouth.net,tel10009,Provisioning Issue,Resolved,25,Remote Support,Chat,,Not Interested
21-01-2025,ADB-3901-5961,stephen205@comcast.net,tel10011,Download/ Install,Callback Scheduled,19,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-8713-5810,bradley274@outlook.com,tel10019,Activation Issue,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-4698-6849,cassandra580@yahoo.com,tel10002,Update,Resolved,18,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-3928-2226,brandon199@sbcglobal.net,tel10068,Provisioning Issue,Resolved,27,Remote Support,Phone,2,Already has AI
21-01-2025,ADB-6604-5320,heather360@aol.com,tel10014,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,5,Already has AI
21-01-2025,ADB-3508-8268,patricia373@yahoo.com,tel10031,Download/ Install,Resolved,29,Remote Support,Phone,5,AI Sold
21-01-2025,ADB-2756-6062,tammy930@outlook.com,tel10040,Download/ Install,Resolved,19,Shared Self-Help Article,Chat,3,Already has AI
21-01-2025,ADB-3653-2793,timothy309@bellsouth.net,tel10075,Download/ Install,Resolved,26,Remote Support,Chat,2,AI Sold
21-01-2025,ADB-1270-9712,justin621@comcast.net,tel10010,Update,Resolved,25,Remote Support,Chat,5,Already has AI
21-01-2025,ADB-9594-8301,shelby217@aol.com,tel10039,Update,Resolved,19,Shared Self-Help Article,Phone,2,Already has AI
21-01-2025,ADB-3486-4154,jeremy104@sbcglobal.net,tel10057,How To,Callback Scheduled,18,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-9605-6826,robert703@yahoo.com,tel10091,Activation Issue,Resolved,29,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-1924-9514,andrea638@sbcglobal.net,tel10010,Download/ Install,Resolved,17,Shared Self-Help Article,Phone,4,Already has AI
21-01-2025,ADB-9719-2803,edwin330@yahoo.com,tel10044,Update,Pending Customer Action,20,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-2102-6130,katie144@aol.com,tel10057,Provisioning Issue,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-9110-8451,xavier641@comcast.net,tel10067,Download/ Install,Resolved,30,Remote Support,Chat,2,AI Sold
21-01-2025,ADB-6815-6130,mark396@outlook.com,tel10036,Activation Issue,Resolved,28,Remote Support,Phone,4,AI Sold
21-01-2025,ADB-9564-3692,sarah313@comcast.net,tel10088,Provisioning Issue,Resolved,25,Remote Support,Chat,3,AI Sold
21-01-2025,ADB-3882-8569,kristi171@outlook.com,tel10026,Download/ Install,Resolved,30,Remote Support,Chat,1,Not Interested
21-01-2025,ADB-3318-3681,kim184@bellsouth.net,tel10015,How To,Resolved,17,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-4865-2877,jessica277@comcast.net,tel10038,Download/ Install,Resolved,20,Shared Self-Help Article,Phone,1,AI Sold
21-01-2025,ADB-2033-2809,alejandro145@gmail.com,tel10085,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-5382-8801,todd398@aol.com,tel10060,Download/ Install,Resolved,16,Shared Self-Help Article,Chat,3,Already has AI
21-01-2025,ADB-6581-9620,david978@aol.com,tel10095,Provisioning Issue,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-8272-9594,anthony169@aol.com,tel10014,How To,Resolved,27,Remote Support,Phone,,Not Interested
21-01-2025,ADB-6890-8823,tammy733@yahoo.com,tel10064,Provisioning Issue,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-1974-6141,christopher509@outlook.com,tel10085,Update,Pending Customer Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-5865-2596,colleen52@aol.com,tel10010,Update,Resolved,26,Remote Support,Phone,1,Not Interested
21-01-2025,ADB-2875-6647,brandi911@sbcglobal.net,tel10064,Provisioning Issue,Callback Scheduled,19,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-5287-2353,jose711@sbcglobal.net,tel10069,How To,Resolved,28,Remote Support,Phone,4,Already has AI
21-01-2025,ADB-5405-7857,karen801@aol.com,tel10081,Download/ Install,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-3885-2699,timothy933@aol.com,tel10057,Update,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-4918-5291,paul460@bellsouth.net,tel10026,Activation Issue,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-2934-8992,william980@bellsouth.net,tel10046,Update,Resolved,19,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-8290-2411,debra418@comcast.net,tel10046,Activation Issue,Resolved,29,Remote Support,Phone,3,Not Interested
21-01-2025,ADB-3748-6180,sharon292@yahoo.com,tel10084,Activation Issue,Resolved,27,Remote Support,Chat,5,Already has AI
21-01-2025,ADB-4553-9958,stefanie955@aol.com,tel10074,Activation Issue,Pending Agent Action,16,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-3206-6086,stephen670@outlook.com,tel10049,Provisioning Issue,Resolved,19,Shared Self-Help Article,Chat,,Not Interested
21-01-2025,ADB-6804-4753,antonio46@comcast.net,tel10015,How To,Resolved,29,Remote Support,Phone,4,AI Sold
21-01-2025,ADB-7346-6291,tammy815@sbcglobal.net,tel10042,How To,Resolved,29,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-7417-5527,leah933@sbcglobal.net,tel10098,Download/ Install,Callback Scheduled,15,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-2740-9154,amy448@gmail.com,tel10017,Provisioning Issue,Resolved,18,Shared Self-Help Article,Phone,,Already has AI
21-01-2025,ADB-6905-3840,wendy120@bellsouth.net,tel10001,Activation Issue,Resolved,17,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-7993-2438,stephen427@bellsouth.net,tel10015,Activation Issue,Resolved,28,Remote Support,Chat,2,Not Interested
21-01-2025,ADB-3603-1964,michael515@gmail.com,tel10009,Download/ Install,Resolved,17,Shared Self-Help Article,Phone,3,Already has AI
21-01-2025,ADB-9847-9984,daniel87@comcast.net,tel10003,How To,Resolved,20,Shared Self-Help Article,Chat,4,Not Interested
21-01-2025,ADB-6816-1793,judy240@bellsouth.net,tel10042,Activation Issue,Resolved,30,Remote Support,Phone,5,AI Sold
21-01-2025,ADB-5644-5265,linda443@yahoo.com,tel10034,Provisioning Issue,Resolved,20,Shared Self-Help Article,Phone,4,AI Sold
21-01-2025,ADB-4780-7958,angela759@sbcglobal.net,tel10094,Download/ Install,Resolved,20,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-4809-1721,paige391@yahoo.com,tel10041,How To,Resolved,29,Remote Support,Phone,1,Not Interested
21-01-2025,ADB-1697-2315,kelly460@sbcglobal.net,tel10043,Download/ Install,Resolved,26,Remote Support,Chat,4,Already has AI
21-01-2025,ADB-9739-4969,eric422@yahoo.com,tel10058,Provisioning Issue,Resolved,30,Remote Support,Phone,4,AI Sold
21-01-2025,ADB-1744-9652,christina179@yahoo.com,tel10012,How To,Pending Agent Action,18,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-1746-2076,james350@bellsouth.net,tel10028,Provisioning Issue,Resolved,18,Shared Self-Help Article,Phone,5,Not Interested
21-01-2025,ADB-1809-6644,amy977@aol.com,tel10046,Provisioning Issue,Resolved,15,Shared Self-Help Article,Chat,5,AI Sold
21-01-2025,ADB-1674-4596,richard233@aol.com,tel10002,Download/ Install,Resolved,26,Remote Support,Phone,4,Already has AI
21-01-2025,ADB-2151-2226,teresa821@gmail.com,tel10085,Provisioning Issue,Pending Agent Action,19,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-3806-7196,lorraine575@outlook.com,tel10070,Download/ Install,Resolved,27,Remote Support,Phone,5,Not Interested
21-01-2025,ADB-4492-4173,david892@bellsouth.net,tel10053,How To,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-4079-7881,rachel231@comcast.net,tel10045,Download/ Install,Resolved,19,Shared Self-Help Article,Phone,4,Already has AI
21-01-2025,ADB-1258-1092,howard769@yahoo.com,tel10046,Activation Issue,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-4785-2855,james273@comcast.net,tel10006,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,3,Not Interested
21-01-2025,ADB-9659-9146,ronald242@sbcglobal.net,tel10093,Activation Issue,Resolved,27,Remote Support,Phone,5,Not Interested
21-01-2025,ADB-6597-6762,james592@bellsouth.net,tel10011,Activation Issue,Resolved,15,Shared Self-Help Article,Phone,4,Already has AI
21-01-2025,ADB-1690-9285,kristin434@comcast.net,tel10098,Provisioning Issue,Resolved,15,Shared Self-Help Article,Phone,2,AI Sold
21-01-2025,ADB-9579-5625,raymond851@yahoo.com,tel10008,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-6828-3780,leslie680@comcast.net,tel10027,Provisioning Issue,Resolved,30,Remote Support,Phone,1,Not Interested
21-01-2025,ADB-7133-8688,austin109@outlook.com,tel10049,How To,Resolved,20,Shared Self-Help Article,Chat,,AI Sold
21-01-2025,ADB-7334-8486,timothy923@gmail.com,tel10031,Provisioning Issue,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-8561-5350,barbara123@outlook.com,tel10071,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,5,Already has AI
21-01-2025,ADB-6951-5301,brett69@gmail.com,tel10011,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,4,Already has AI
21-01-2025,ADB-4716-1139,sarah84@yahoo.com,tel10079,Provisioning Issue,Resolved,26,Remote Support,Chat,,Already has AI
21-01-2025,ADB-4697-1807,tricia466@gmail.com,tel10039,Activation Issue,Resolved,15,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-9305-8177,kelly362@outlook.com,tel10099,Activation Issue,Pending Customer Action,18,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-2993-7990,marie447@aol.com,tel10019,Update,Resolved,26,Remote Support,Phone,4,Not Interested
21-01-2025,ADB-9983-6263,gregory561@bellsouth.net,tel10082,How To,Resolved,20,Shared Self-Help Article,Phone,1,Already has AI
21-01-2025,ADB-7076-9991,veronica540@comcast.net,tel10093,Update,Resolved,27,Remote Support,Chat,5,Not Interested
21-01-2025,ADB-1275-5749,gregory881@yahoo.com,tel10039,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-9738-8933,nancy937@comcast.net,tel10024,Provisioning Issue,Resolved,18,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-9812-1972,gary392@comcast.net,tel10089,Provisioning Issue,Resolved,20,Shared Self-Help Article,Chat,5,Not Interested
21-01-2025,ADB-1479-8611,tony486@yahoo.com,tel10058,Provisioning Issue,Resolved,30,Remote Support,Chat,,Already has AI
21-01-2025,ADB-4822-6321,vicki628@yahoo.com,tel10058,Download/ Install,Resolved,19,Shared Self-Help Article,Phone,3,Already has AI
21-01-2025,ADB-3176-5518,jill403@bellsouth.net,tel10011,Update,Resolved,28,Remote Support,Chat,3,Already has AI
21-01-2025,ADB-2006-1912,alisha284@sbcglobal.net,tel10037,Update,Pending Agent Action,15,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-3132-5092,kelly71@comcast.net,tel10099,How To,Pending Customer Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-1689-8803,calvin113@yahoo.com,tel10099,Update,Resolved,20,Shared Self-Help Article,Phone,5,Already has AI
21-01-2025,ADB-1477-1328,sharon684@gmail.com,tel10043,Activation Issue,Resolved,25,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-4238-6315,jessica338@bellsouth.net,tel10077,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,3,Already has AI
21-01-2025,ADB-7041-7903,cameron287@aol.com,tel10002,Activation Issue,Resolved,16,Shared Self-Help Article,Chat,3,AI Sold
21-01-2025,ADB-2848-7136,james336@bellsouth.net,tel10053,Update,Resolved,20,Shared Self-Help Article,Chat,3,AI Sold
21-01-2025,ADB-7804-1171,tanner786@comcast.net,tel10041,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
21-01-2025,ADB-2139-2066,david496@outlook.com,tel10010,How To,Resolved,28,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-6846-6702,jennifer565@sbcglobal.net,tel10096,How To,Resolved,17,Shared Self-Help Article,Phone,5,Already has AI
21-01-2025,ADB-8779-1786,rebecca155@comcast.net,tel10052,Activation Issue,Resolved,26,Remote Support,Chat,5,Already has AI
21-01-2025,ADB-1773-8281,ashley296@yahoo.com,tel10045,Update,Resolved,27,Remote Support,Phone,1,Already has AI
21-01-2025,ADB-8664-2718,alicia236@bellsouth.net,tel10099,Download/ Install,Resolved,17,Shared Self-Help Article,Chat,,AI Sold
21-01-2025,ADB-9102-2499,michael980@comcast.net,tel10072,Update,Resolved,28,Remote Support,Chat,4,Already has AI
21-01-2025,ADB-7390-9452,kimberly126@yahoo.com,tel10063,Update,Resolved,19,Shared Self-Help Article,Phone,5,AI Sold
21-01-2025,ADB-1628-2425,ashley255@aol.com,tel10066,How To,Resolved,17,Shared Self-Help Article,Phone,4,Already has AI
21-01-2025,ADB-5321-8378,robert516@gmail.com,tel10020,Update,Resolved,27,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-5008-7412,richard551@comcast.net,tel10041,Update,Resolved,27,Remote Support,Phone,3,Not Interested
21-01-2025,ADB-2472-1264,mitchell178@comcast.net,tel10072,Provisioning Issue,Resolved,26,Remote Support,Phone,1,Not Interested
21-01-2025,ADB-5419-1297,john898@yahoo.com,tel10082,Provisioning Issue,Resolved,25,Remote Support,Phone,4,Not Interested
21-01-2025,ADB-3950-2464,erica363@comcast.net,tel10010,Activation Issue,Resolved,29,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-7035-1415,jennifer897@aol.com,tel10012,Download/ Install,Resolved,30,Remote Support,Phone,3,Already has AI
21-01-2025,ADB-3342-5984,kristi650@yahoo.com,tel10061,Update,Resolved,16,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-6476-8494,regina618@yahoo.com,tel10001,Update,Resolved,16,Shared Self-Help Article,Phone,2,AI Sold
21-01-2025,ADB-5149-4902,kathryn858@yahoo.com,tel10046,Activation Issue,Resolved,30,Remote Support,Phone,,Not Interested
21-01-2025,ADB-6532-8672,danielle645@aol.com,tel10051,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,,Already has AI
21-01-2025,ADB-4014-8927,jennifer168@comcast.net,tel10067,Activation Issue,Resolved,19,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-7904-8588,anna571@outlook.com,tel10056,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,5,Already has AI
21-01-2025,ADB-8317-3097,marisa164@sbcglobal.net,tel10056,Provisioning Issue,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-8143-9834,gregory893@outlook.com,tel10089,Update,Pending Customer Action,18,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-9778-7114,rachel873@aol.com,tel10011,Provisioning Issue,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-8802-9530,adam708@sbcglobal.net,tel10071,Download/ Install,Callback Scheduled,17,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-2464-2043,james654@yahoo.com,tel10007,Download/ Install,Pending Customer Action,20,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-3532-4677,amanda560@bellsouth.net,tel10010,Activation Issue,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-3346-8510,edward642@yahoo.com,tel10007,Download/ Install,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-6722-3646,phillip939@bellsouth.net,tel10079,How To,Resolved,25,Remote Support,Phone,,AI Sold
21-01-2025,ADB-3627-2180,pamela681@yahoo.com,tel10020,Provisioning Issue,Resolved,15,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-8254-7033,denise27@sbcglobal.net,tel10011,Update,Resolved,16,Shared Self-Help Article,Phone,2,Not Interested
21-01-2025,ADB-9874-5346,brittany516@bellsouth.net,tel10000,Update,Resolved,17,Shared Self-Help Article,Chat,2,Not Interested
